alias,canonical_id,alias_type,confidence,source
C11-15 Alketh-7,c11_15_alketh_7,inci,high,KCIA 표준화명칭목록 2026-06-30
C11-15 Pareth-7,c11_15_alketh_7,synonym,high,KCIA 표준화명칭목록 2026-06-30
C11-15알케스-7,c11_15_alketh_7,ko,high,KCIA 표준화명칭목록 2026-06-30
C11-15파레스-7,c11_15_alketh_7,synonym,high,KCIA 표준화명칭목록 2026-06-30
C12-15 Alkyl Benzoate,c12_15_alkyl_benzoate,inci,high,KCIA 표준화명칭목록 2026-06-30
C12-15알킬벤조에이트,c12_15_alkyl_benzoate,ko,high,KCIA 표준화명칭목록 2026-06-30
C13-14 Isoalkane,c13_14_isoalkane,inci,high,KCIA 표준화명칭목록 2026-06-30
C13-14 Isoparaffin,c13_14_isoalkane,synonym,high,KCIA 표준화명칭목록 2026-06-30
C13-14아이소알케인,c13_14_isoalkane,ko,high,KCIA 표준화명칭목록 2026-06-30
C13-14아이소파라핀,c13_14_isoalkane,synonym,high,KCIA 표준화명칭목록 2026-06-30
C13-14이소파라핀,c13_14_isoalkane,synonym,high,KCIA 표준화명칭목록 2026-06-30
C13-15 Alkane,c13_15_alkane,inci,high,KCIA 표준화명칭목록 2026-06-30
C13-15알칸,c13_15_alkane,synonym,high,KCIA 표준화명칭목록 2026-06-30
C13-15알케인,c13_15_alkane,ko,high,KCIA 표준화명칭목록 2026-06-30
C9-12 Alkane,c9_12_alkane,inci,high,KCIA 표준화명칭목록 2026-06-30
C9-12알케인,c9_12_alkane,ko,high,KCIA 표준화명칭목록 2026-06-30
Caffeine,caffeine,inci,high,KCIA 표준화명칭목록 2026-06-30
Calcium Aluminum Borosilicate,calcium_aluminum_borosilicate,inci,high,KCIA 표준화명칭목록 2026-06-30
Calcium Gluconate,calcium_gluconate,inci,high,KCIA 표준화명칭목록 2026-06-30
Calcium Sodium Borosilicate,calcium_sodium_borosilicate,inci,high,KCIA 표준화명칭목록 2026-06-30
Calendula Officinalis Flower Extract,calendula_officinalis_flower_extract,inci,high,KCIA 표준화명칭목록 2026-06-30
Camellia Japonica Seed Oil,camellia_japonica_seed_oil,inci,high,KCIA 표준화명칭목록 2026-06-30
Caprylhydroxamic Acid,caprylhydroxamic_acid,inci,high,KCIA 표준화명칭목록 2026-06-30
Caprylic/Capric Triglyceride,caprylic_capric_triglyceride,inci,high,KCIA 표준화명칭목록 2026-06-30
Capryloyl Salicylic Acid,capryloyl_salicylic_acid,inci,high,KCIA 표준화명칭목록 2026-06-30
Caprylyl/Capryl Glucoside,caprylyl_capryl_glucoside,inci,high,KCIA 표준화명칭목록 2026-06-30
Caprylyl Glycol,caprylyl_glycol,inci,high,KCIA 표준화명칭목록 2026-06-30
Caprylyl Methicone,caprylyl_methicone,inci,high,KCIA 표준화명칭목록 2026-06-30
Caramel,caramel,inci,high,KCIA 표준화명칭목록 2026-06-30
Carbomer,carbomer,inci,high,KCIA 표준화명칭목록 2026-06-30
Carthamus Tinctorius (Safflower) Seed Oil,carthamus_tinctorius_safflower_seed_oil,inci,high,KCIA 표준화명칭목록 2026-06-30
Cellulose,cellulose,inci,high,KCIA 표준화명칭목록 2026-06-30
Cellulose Gum,cellulose_gum,inci,high,KCIA 표준화명칭목록 2026-06-30
Cera Microcristallina,microcrystalline_wax,synonym,high,KCIA 표준화명칭목록 2026-06-30
Cetearyl Alcohol,cetearyl_alcohol,inci,high,KCIA 표준화명칭목록 2026-06-30
Cetearyl Glucoside,cetearyl_glucoside,inci,high,KCIA 표준화명칭목록 2026-06-30
Cetearyl Olivate,cetearyl_olivate,inci,high,KCIA 표준화명칭목록 2026-06-30
Cetrimonium Chloride,cetrimonium_chloride,inci,high,KCIA 표준화명칭목록 2026-06-30
Cetyl Alcohol,cetyl_alcohol,inci,high,KCIA 표준화명칭목록 2026-06-30
Cetyl Esters,cetyl_esters,inci,high,KCIA 표준화명칭목록 2026-06-30
Cetyl Ethylhexanoate,cetyl_ethylhexanoate,inci,high,KCIA 표준화명칭목록 2026-06-30
Cetyl Palmitate,cetyl_palmitate,inci,high,KCIA 표준화명칭목록 2026-06-30
Cetyl PEG/PPG-10/1 Dimethicone,cetyl_peg_ppg_10_1_dimethicone,inci,high,KCIA 표준화명칭목록 2026-06-30
Chamomilla Recutita (Matricaria) Flower Extract,chamomilla_recutita_matricaria_flower_extract,inci,high,KCIA 표준화명칭목록 2026-06-30
Chlorphenesin,chlorphenesin,inci,high,KCIA 표준화명칭목록 2026-06-30
Chondrus Crispus Extract,chondrus_crispus_extract,inci,high,KCIA 표준화명칭목록 2026-06-30
Citral,citral,inci,high,KCIA 표준화명칭목록 2026-06-30
Citric Acid,citric_acid,inci,high,KCIA 표준화명칭목록 2026-06-30
Citronellol,citronellol,inci,high,KCIA 표준화명칭목록 2026-06-30
Citrullus Lanatus (Watermelon) Fruit Extract,citrullus_lanatus_watermelon_fruit_extract,inci,high,KCIA 표준화명칭목록 2026-06-30
Citrus Aurantium Bergamia (Bergamot) Fruit Oil,citrus_aurantium_bergamia_bergamot_fruit_oil,inci,high,KCIA 표준화명칭목록 2026-06-30
Citrus Aurantium Dulcis (Orange) Fruit Extract,citrus_aurantium_dulcis_orange_fruit_extract,inci,high,KCIA 표준화명칭목록 2026-06-30
Citrus Aurantium Dulcis (Orange) Peel Oil,citrus_aurantium_dulcis_orange_peel_oil,inci,high,KCIA 표준화명칭목록 2026-06-30
Citrus Limon (Lemon) Fruit Extract,citrus_limon_lemon_fruit_extract,inci,high,KCIA 표준화명칭목록 2026-06-30
Citrus Limon (Lemon) Peel Oil,citrus_limon_lemon_peel_oil,inci,high,KCIA 표준화명칭목록 2026-06-30
Citrus Medica Limonum (Lemon) Fruit Extract,citrus_limon_lemon_fruit_extract,synonym,high,KCIA 표준화명칭목록 2026-06-30
Citrus Medica Limonum (Lemon) Peel Oil,citrus_limon_lemon_peel_oil,synonym,high,KCIA 표준화명칭목록 2026-06-30
Cocamide MIPA,cocamide_mipa,inci,high,KCIA 표준화명칭목록 2026-06-30
Cocamidopropyl Betaine,cocamidopropyl_betaine,inci,high,KCIA 표준화명칭목록 2026-06-30
Cocamidopropyl Hydroxysultaine,cocamidopropyl_hydroxysultaine,inci,high,KCIA 표준화명칭목록 2026-06-30
Coco-Betaine,coco_betaine,inci,high,KCIA 표준화명칭목록 2026-06-30
Coco-Caprylate/Caprate,coco_caprylate_caprate,inci,high,KCIA 표준화명칭목록 2026-06-30
Coco-Glucoside,coco_glucoside,inci,high,KCIA 표준화명칭목록 2026-06-30
Cocoa butter,theobroma_cacao_cocoa_seed_butter,synonym,high,KCIA 표준화명칭목록 2026-06-30
Coconut Acid,coconut_acid,inci,high,KCIA 표준화명칭목록 2026-06-30
Coconut Alkanes,coconut_alkanes,inci,high,KCIA 표준화명칭목록 2026-06-30
Cocos Nucifera (Coconut) Oil,cocos_nucifera_coconut_oil,inci,high,KCIA 표준화명칭목록 2026-06-30
Corallina Officinalis Extract,corallina_officinalis_extract,inci,high,KCIA 표준화명칭목록 2026-06-30
Coumarin,coumarin,inci,high,KCIA 표준화명칭목록 2026-06-30
Cucumis Sativus (Cucumber) Fruit Extract,cucumis_sativus_cucumber_fruit_extract,inci,high,KCIA 표준화명칭목록 2026-06-30
Curcuma Longa (Turmeric) Root Extract,curcuma_longa_turmeric_root_extract,inci,high,KCIA 표준화명칭목록 2026-06-30
Cyclohexasiloxane,cyclohexasiloxane,inci,high,KCIA 표준화명칭목록 2026-06-30
Cyclopentasiloxane,cyclopentasiloxane,inci,high,KCIA 표준화명칭목록 2026-06-30
Cysteine,cysteine,inci,high,KCIA 표준화명칭목록 2026-06-30
Daucus Carota Sativa (Carrot) Root Extract,daucus_carota_sativa_carrot_root_extract,inci,high,KCIA 표준화명칭목록 2026-06-30
Decyl Glucoside,decyl_glucoside,inci,high,KCIA 표준화명칭목록 2026-06-30
Dehydroacetic Acid,dehydroacetic_acid,inci,high,KCIA 표준화명칭목록 2026-06-30
Dextran,dextran,inci,high,KCIA 표준화명칭목록 2026-06-30
Dextrin,dextrin,inci,high,KCIA 표준화명칭목록 2026-06-30
Diamond Powder,diamond_powder,inci,high,KCIA 표준화명칭목록 2026-06-30
Dibutyl Adipate,dibutyl_adipate,inci,high,KCIA 표준화명칭목록 2026-06-30
Dicalcium Phosphate,dicalcium_phosphate,inci,high,KCIA 표준화명칭목록 2026-06-30
Dicaprylyl Carbonate,dicaprylyl_carbonate,inci,high,KCIA 표준화명칭목록 2026-06-30
Dicaprylyl Ether,dicaprylyl_ether,inci,high,KCIA 표준화명칭목록 2026-06-30
Diethylamino Hydroxybenzoyl Hexyl Benzoate,diethylamino_hydroxybenzoyl_hexyl_benzoate,inci,high,KCIA 표준화명칭목록 2026-06-30
Diethylhexyl Syringylidenemalonate,diethylhexyl_syringylidenemalonate,inci,high,KCIA 표준화명칭목록 2026-06-30
Diisopropyl Sebacate,diisopropyl_sebacate,inci,high,KCIA 표준화명칭목록 2026-06-30
Diisostearyl Malate,diisostearyl_malate,inci,high,KCIA 표준화명칭목록 2026-06-30
Dimethicone/Methicone Copolymer,hydrogen_dimethicone,synonym,high,KCIA 표준화명칭목록 2026-06-30
Dimethicone/PEG-10/15 Crosspolymer,dimethicone_peg_10_15_crosspolymer,inci,high,KCIA 표준화명칭목록 2026-06-30
Dimethicone/Vinyl Dimethicone Crosspolymer,dimethicone_vinyl_dimethicone_crosspolymer,inci,high,KCIA 표준화명칭목록 2026-06-30
Dimethicone Crosspolymer,dimethicone_crosspolymer,inci,high,KCIA 표준화명칭목록 2026-06-30
Dimethiconol,dimethiconol,inci,high,KCIA 표준화명칭목록 2026-06-30
Dimethyl Isosorbide,dimethyl_isosorbide,inci,high,KCIA 표준화명칭목록 2026-06-30
Diphenylsiloxy Phenyl Trimethicone,diphenylsiloxy_phenyl_trimethicone,inci,high,KCIA 표준화명칭목록 2026-06-30
Dipropylene Glycol,dipropylene_glycol,inci,high,KCIA 표준화명칭목록 2026-06-30
Disodium EDTA,disodium_edta,inci,high,KCIA 표준화명칭목록 2026-06-30
Disodium Phosphate,disodium_phosphate,inci,high,KCIA 표준화명칭목록 2026-06-30
Disodium Stearoyl Glutamate,disodium_stearoyl_glutamate,inci,high,KCIA 표준화명칭목록 2026-06-30
Disteardimonium Hectorite,disteardimonium_hectorite,inci,high,KCIA 표준화명칭목록 2026-06-30
Ectoin,ectoin,inci,high,KCIA 표준화명칭목록 2026-06-30
Ethylene/Propylene/Styrene Copolymer,ethylene_propylene_styrene_copolymer,inci,high,KCIA 표준화명칭목록 2026-06-30
Ethylhexylglycerin,ethylhexylglycerin,inci,high,KCIA 표준화명칭목록 2026-06-30
Ethylhexyl Methoxycinnamate,ethylhexyl_methoxycinnamate,inci,high,KCIA 표준화명칭목록 2026-06-30
Ethylhexyl Palmitate,ethylhexyl_palmitate,inci,high,KCIA 표준화명칭목록 2026-06-30
Ethylhexyl Salicylate,ethylhexyl_salicylate,inci,high,KCIA 표준화명칭목록 2026-06-30
Ethylhexyl Triazone,ethylhexyl_triazone,inci,high,KCIA 표준화명칭목록 2026-06-30
Eucalyptus Globulus Leaf Oil,eucalyptus_globulus_leaf_oil,inci,high,KCIA 표준화명칭목록 2026-06-30
Eugenol,eugenol,inci,high,KCIA 표준화명칭목록 2026-06-30
Farnesol,farnesol,inci,high,KCIA 표준화명칭목록 2026-06-30
Fast Acid Magenta,fast_acid_magenta,inci,high,KCIA 표준화명칭목록 2026-06-30
Fragrance|Perfume|Parfum,fragrance_perfume_parfum,inci,high,KCIA 표준화명칭목록 2026-06-30
Fructooligosaccharides,fructooligosaccharides,inci,high,KCIA 표준화명칭목록 2026-06-30
Fructose,fructose,inci,high,KCIA 표준화명칭목록 2026-06-30
Gardenia Florida Fruit Extract,gardenia_florida_fruit_extract,inci,high,KCIA 표준화명칭목록 2026-06-30
Geraniol,geraniol,inci,high,KCIA 표준화명칭목록 2026-06-30
Geranyl Acetate,geranyl_acetate,inci,high,KCIA 표준화명칭목록 2026-06-30
Glucose,glucose,inci,high,KCIA 표준화명칭목록 2026-06-30
Glutamic Acid,glutamic_acid,inci,high,KCIA 표준화명칭목록 2026-06-30
Glycereth-26,glycereth_26,inci,high,KCIA 표준화명칭목록 2026-06-30
Glyceryl Caprylate,glyceryl_caprylate,inci,high,KCIA 표준화명칭목록 2026-06-30
Glyceryl Oleate,glyceryl_oleate,inci,high,KCIA 표준화명칭목록 2026-06-30
Glyceryl Stearate,glyceryl_stearate,inci,high,KCIA 표준화명칭목록 2026-06-30
Glyceryl Stearate Citrate,glyceryl_stearate_citrate,inci,high,KCIA 표준화명칭목록 2026-06-30
Glyceryl Stearate SE,glyceryl_stearate_se,inci,high,KCIA 표준화명칭목록 2026-06-30
Glycine,glycine,inci,high,KCIA 표준화명칭목록 2026-06-30
Glycine Soja (Soybean) Oil,glycine_soja_soybean_oil,inci,high,KCIA 표준화명칭목록 2026-06-30
Glycol Distearate,glycol_distearate,inci,high,KCIA 표준화명칭목록 2026-06-30
Guar Hydroxypropyltrimonium Chloride,guar_hydroxypropyltrimonium_chloride,inci,high,KCIA 표준화명칭목록 2026-06-30
HDI/Trimethylol Hexyllactone Crosspolymer,hdi_trimethylol_hexyllactone_crosspolymer,inci,high,KCIA 표준화명칭목록 2026-06-30
Helianthus Annuus (Sunflower) Extract,helianthus_annuus_sunflower_extract,inci,high,KCIA 표준화명칭목록 2026-06-30
Helianthus Annuus (Sunflower) Seed Extract,helianthus_annuus_sunflower_seed_extract,inci,high,KCIA 표준화명칭목록 2026-06-30
Helianthus Annuus (Sunflower) Seed Oil,helianthus_annuus_sunflower_seed_oil,inci,high,KCIA 표준화명칭목록 2026-06-30
Hexyl Cinnamal,hexyl_cinnamal,inci,high,KCIA 표준화명칭목록 2026-06-30
Hexylene Glycol,hexylene_glycol,inci,high,KCIA 표준화명칭목록 2026-06-30
Hexyl Laurate,hexyl_laurate,inci,high,KCIA 표준화명칭목록 2026-06-30
Hibiscus Sabdariffa Flower Extract,hibiscus_sabdariffa_flower_extract,inci,high,KCIA 표준화명칭목록 2026-06-30
Histidine,histidine,inci,high,KCIA 표준화명칭목록 2026-06-30
Houttuynia Cordata Extract,houttuynia_cordata_extract,inci,high,KCIA 표준화명칭목록 2026-06-30
Hydrogenated Castor Oil,hydrogenated_castor_oil,inci,high,KCIA 표준화명칭목록 2026-06-30
Hydrogenated Ethylhexyl Olivate,hydrogenated_ethylhexyl_olivate,inci,high,KCIA 표준화명칭목록 2026-06-30
Hydrogenated Lecithin,hydrogenated_lecithin,inci,high,KCIA 표준화명칭목록 2026-06-30
Hydrogenated Olive Oil Unsaponifiables,hydrogenated_olive_oil_unsaponifiables,inci,high,KCIA 표준화명칭목록 2026-06-30
Hydrogenated Polydecene,hydrogenated_polydecene,inci,high,KCIA 표준화명칭목록 2026-06-30
Hydrogenated Polyisobutene,hydrogenated_polyisobutene,inci,high,KCIA 표준화명칭목록 2026-06-30
Hydrogenated Vegetable Oil,hydrogenated_vegetable_oil,inci,high,KCIA 표준화명칭목록 2026-06-30
Hydrogen Dimethicone,hydrogen_dimethicone,inci,high,KCIA 표준화명칭목록 2026-06-30
Hydrolyzed Collagen,hydrolyzed_collagen,inci,high,KCIA 표준화명칭목록 2026-06-30
Hydrolyzed Keratin,hydrolyzed_keratin,inci,high,KCIA 표준화명칭목록 2026-06-30
Hydrolyzed Quinoa,hydrolyzed_quinoa,inci,high,KCIA 표준화명칭목록 2026-06-30
Hydrolyzed Rice Protein,hydrolyzed_rice_protein,inci,high,KCIA 표준화명칭목록 2026-06-30
Hydrolyzed Soy Protein,hydrolyzed_soy_protein,inci,high,KCIA 표준화명칭목록 2026-06-30
Hydrolyzed Vegetable Protein,hydrolyzed_vegetable_protein,inci,high,KCIA 표준화명칭목록 2026-06-30
Hydrolyzed Vegetable Protein PG-Propyl Silanetriol,hydrolyzed_vegetable_protein_pg_propyl_silanetriol,inci,high,KCIA 표준화명칭목록 2026-06-30
Hydrolyzed Wheat Protein,hydrolyzed_wheat_protein,inci,high,KCIA 표준화명칭목록 2026-06-30
Hydroxyacetophenone,hydroxyacetophenone,inci,high,KCIA 표준화명칭목록 2026-06-30
Hydroxycitronellal,hydroxycitronellal,inci,high,KCIA 표준화명칭목록 2026-06-30
Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer,hydroxyethyl_acrylate_sodium_acryloyldimethyl_taurate_copolymer,inci,high,KCIA 표준화명칭목록 2026-06-30
Hydroxyethylcellulose,hydroxyethylcellulose,inci,high,KCIA 표준화명칭목록 2026-06-30
Hydroxyethyl Urea,hydroxyethyl_urea,inci,high,KCIA 표준화명칭목록 2026-06-30
Hydroxypropyl Guar Hydroxypropyltrimonium Chloride,hydroxypropyl_guar_hydroxypropyltrimonium_chloride,inci,high,KCIA 표준화명칭목록 2026-06-30
Hydroxypropyl Starch Phosphate,hydroxypropyl_starch_phosphate,inci,high,KCIA 표준화명칭목록 2026-06-30
Iron Oxide Black,iron_oxide_black,inci,high,KCIA 표준화명칭목록 2026-06-30
Iron Oxide Red,iron_oxide_red,inci,high,KCIA 표준화명칭목록 2026-06-30
Iron Oxide Yellow,iron_oxide_yellow,inci,high,KCIA 표준화명칭목록 2026-06-30
Isoamyl Laurate,auricula_vitis_labrusca_fruit_helianthus_tuberosus_tub_kcia_6682,synonym,high,KCIA 표준화명칭목록 2026-06-30
Isododecane,isododecane,inci,high,KCIA 표준화명칭목록 2026-06-30
Isohexadecane,isohexadecane,inci,high,KCIA 표준화명칭목록 2026-06-30
Isoleucine,isoleucine,inci,high,KCIA 표준화명칭목록 2026-06-30
Isononyl Isononanoate,isononyl_isononanoate,inci,high,KCIA 표준화명칭목록 2026-06-30
Isopropyl Alcohol,isopropyl_alcohol,inci,high,KCIA 표준화명칭목록 2026-06-30
Isopropyl Myristate,isopropyl_myristate,inci,high,KCIA 표준화명칭목록 2026-06-30
Isopropyl Palmitate,isopropyl_palmitate,inci,high,KCIA 표준화명칭목록 2026-06-30
Isopropyl Titanium Triisostearate,isopropyl_titanium_triisostearate,inci,high,KCIA 표준화명칭목록 2026-06-30
Isostearic Acid,isostearic_acid,inci,high,KCIA 표준화명칭목록 2026-06-30
Jojoba Esters,jojoba_esters,inci,high,KCIA 표준화명칭목록 2026-06-30
Kaolin,kaolin,inci,high,KCIA 표준화명칭목록 2026-06-30
Lactobacillus Ferment,lactobacillus_ferment,inci,high,KCIA 표준화명칭목록 2026-06-30
Laminaria Digitata Extract,laminaria_digitata_extract,inci,high,KCIA 표준화명칭목록 2026-06-30
Laminaria Japonica Extract,laminaria_japonica_extract,inci,high,KCIA 표준화명칭목록 2026-06-30
Laminaria Saccharina Extract,laminaria_saccharina_extract,inci,high,KCIA 표준화명칭목록 2026-06-30
Laureth-4,laureth_4,inci,high,KCIA 표준화명칭목록 2026-06-30
Laureth-7,laureth_7,inci,high,KCIA 표준화명칭목록 2026-06-30
Lauroyl Lysine,lauroyl_lysine,inci,high,KCIA 표준화명칭목록 2026-06-30
Lauryl Glucoside,lauryl_glucoside,inci,high,KCIA 표준화명칭목록 2026-06-30
Lauryl PEG-9 Polydimethylsiloxyethyl Dimethicone,lauryl_peg_9_polydimethylsiloxyethyl_dimethicone,inci,high,KCIA 표준화명칭목록 2026-06-30
Lavandula Angustifolia (Lavender) Oil,lavandula_angustifolia_lavender_oil,inci,high,KCIA 표준화명칭목록 2026-06-30
Lecithin,lecithin,inci,high,KCIA 표준화명칭목록 2026-06-30
Leucine,leucine,inci,high,KCIA 표준화명칭목록 2026-06-30
Leuconostoc/Radish Root Ferment Filtrate,leuconostoc_radish_root_ferment_filtrate,inci,high,KCIA 표준화명칭목록 2026-06-30
Limnanthes Alba (Meadowfoam) Seed Oil,limnanthes_alba_meadowfoam_seed_oil,inci,high,KCIA 표준화명칭목록 2026-06-30
Limonene,limonene,inci,high,KCIA 표준화명칭목록 2026-06-30
Linalool,linalool,inci,high,KCIA 표준화명칭목록 2026-06-30
Linalyl Acetate,linalyl_acetate,inci,high,KCIA 표준화명칭목록 2026-06-30
Lithol Rubine BCA,lithol_rubine_bca,inci,high,KCIA 표준화명칭목록 2026-06-30
Lysine,lysine,inci,high,KCIA 표준화명칭목록 2026-06-30
Madecassic Acid,madecassic_acid,inci,high,KCIA 표준화명칭목록 2026-06-30
Magnesium Aluminum Silicate,magnesium_aluminum_silicate,inci,high,KCIA 표준화명칭목록 2026-06-30
Magnesium Ascorbyl Phosphate,magnesium_ascorbyl_phosphate,inci,high,KCIA 표준화명칭목록 2026-06-30
Magnesium Chloride,magnesium_chloride,inci,high,KCIA 표준화명칭목록 2026-06-30
Magnesium Myristate,magnesium_myristate,inci,high,KCIA 표준화명칭목록 2026-06-30
Magnesium Stearate,magnesium_stearate,inci,high,KCIA 표준화명칭목록 2026-06-30
Magnesium Sulfate,magnesium_sulfate,inci,high,KCIA 표준화명칭목록 2026-06-30
Maltodextrin,maltodextrin,inci,high,KCIA 표준화명칭목록 2026-06-30
Mangifera Indica (Mango) Seed Butter,mangifera_indica_mango_seed_butter,inci,high,KCIA 표준화명칭목록 2026-06-30
Mannitol,mannitol,inci,high,KCIA 표준화명칭목록 2026-06-30
Melaleuca Alternifolia (Tea Tree) Leaf Oil,melaleuca_alternifolia_tea_tree_leaf_oil,inci,high,KCIA 표준화명칭목록 2026-06-30
Melia Azadirachta Flower Extract,melia_azadirachta_flower_extract,inci,high,KCIA 표준화명칭목록 2026-06-30
Melia Azadirachta Leaf Extract,melia_azadirachta_leaf_extract,inci,high,KCIA 표준화명칭목록 2026-06-30
Mentha Piperita (Peppermint) Oil,mentha_piperita_peppermint_oil,inci,high,KCIA 표준화명칭목록 2026-06-30
Menthol,menthol,inci,high,KCIA 표준화명칭목록 2026-06-30
Methicone,methicone,inci,high,KCIA 표준화명칭목록 2026-06-30
Methionine,methionine,inci,high,KCIA 표준화명칭목록 2026-06-30
Methylchloroisothiazolinone,methylchloroisothiazolinone,inci,high,KCIA 표준화명칭목록 2026-06-30
Methylisothiazolinone,methylisothiazolinone,inci,high,KCIA 표준화명칭목록 2026-06-30
Methyl Methacrylate Crosspolymer,methyl_methacrylate_crosspolymer,inci,high,KCIA 표준화명칭목록 2026-06-30
Methylparaben,methylparaben,inci,high,KCIA 표준화명칭목록 2026-06-30
Methylpropanediol,methylpropanediol,inci,high,KCIA 표준화명칭목록 2026-06-30
Methyl Trimethicone,methyl_trimethicone,inci,high,KCIA 표준화명칭목록 2026-06-30
Mica,mica,inci,high,KCIA 표준화명칭목록 2026-06-30
Microcrystalline Cellulose,microcrystalline_cellulose,inci,high,KCIA 표준화명칭목록 2026-06-30
Microcrystalline Wax,microcrystalline_wax,inci,high,KCIA 표준화명칭목록 2026-06-30
Moringa Oleifera Seed Oil,moringa_oleifera_seed_oil,inci,high,KCIA 표준화명칭목록 2026-06-30
Moringa Pterygosperma Seed Oil,moringa_oleifera_seed_oil,synonym,high,KCIA 표준화명칭목록 2026-06-30
Neopentyl Glycol Diheptanoate,neopentyl_glycol_diheptanoate,inci,high,KCIA 표준화명칭목록 2026-06-30
Nylon-12,nylon_12,inci,high,KCIA 표준화명칭목록 2026-06-30
Ocimum Sanctum Leaf Extract,ocimum_sanctum_leaf_extract,inci,high,KCIA 표준화명칭목록 2026-06-30
Octyldodecanol,octyldodecanol,inci,high,KCIA 표준화명칭목록 2026-06-30
Octyldodecyl Stearoyl Stearate,octyldodecyl_stearoyl_stearate,inci,high,KCIA 표준화명칭목록 2026-06-30
Oenothera Biennis (Evening Primrose) Oil,oenothera_biennis_evening_primrose_oil,inci,high,KCIA 표준화명칭목록 2026-06-30
Olea Europaea (Olive) Fruit Oil,olea_europaea_olive_fruit_oil,inci,high,KCIA 표준화명칭목록 2026-06-30
Palmitoyl Pentapeptide-3,palmitoyl_pentapeptide_4,synonym,high,KCIA 표준화명칭목록 2026-06-30
Paraffin,paraffin,inci,high,KCIA 표준화명칭목록 2026-06-30
Passiflora Edulis Seed Oil,passiflora_edulis_seed_oil,inci,high,KCIA 표준화명칭목록 2026-06-30
PCA,pca,inci,high,KCIA 표준화명칭목록 2026-06-30
PEG-100 Stearate,peg_100_stearate,inci,high,KCIA 표준화명칭목록 2026-06-30
PEG-10 Dimethicone,peg_10_dimethicone,inci,high,KCIA 표준화명칭목록 2026-06-30
PEG-40 Hydrogenated Castor Oil,peg_40_hydrogenated_castor_oil,inci,high,KCIA 표준화명칭목록 2026-06-30
PEG-8,peg_8,inci,high,KCIA 표준화명칭목록 2026-06-30
PEG-9 Polydimethylsiloxyethyl Dimethicone,peg_9_polydimethylsiloxyethyl_dimethicone,inci,high,KCIA 표준화명칭목록 2026-06-30
PEG/PPG-18/18 Dimethicone,peg_ppg_18_18_dimethicone,inci,high,KCIA 표준화명칭목록 2026-06-30
Pelargonium Graveolens Flower Oil,pelargonium_graveolens_flower_oil,inci,high,KCIA 표준화명칭목록 2026-06-30
Pentaerythrityl Tetra-di-t-butyl Hydroxyhydrocinnamate,pentaerythrityl_tetra_di_t_butyl_hydroxyhydrocinnamate,inci,high,KCIA 표준화명칭목록 2026-06-30
Pentaerythrityl Tetraisostearate,pentaerythrityl_tetraisostearate,inci,high,KCIA 표준화명칭목록 2026-06-30
Pentylene Glycol,pentylene_glycol,inci,high,KCIA 표준화명칭목록 2026-06-30
Persea Gratissima (Avocado) Oil,persea_gratissima_avocado_oil,inci,high,KCIA 표준화명칭목록 2026-06-30
Phenethyl Alcohol,phenethyl_alcohol,inci,high,KCIA 표준화명칭목록 2026-06-30
Phenoxyethanol,phenoxyethanol,inci,high,KCIA 표준화명칭목록 2026-06-30
Phenylalanine,phenylalanine,inci,high,KCIA 표준화명칭목록 2026-06-30
Phenylpropanol,phenylpropanol,inci,high,KCIA 표준화명칭목록 2026-06-30
Phenyl Trimethicone,phenyl_trimethicone,inci,high,KCIA 표준화명칭목록 2026-06-30
Phospholipids,phospholipids,inci,high,KCIA 표준화명칭목록 2026-06-30
Phytic Acid,phytic_acid,inci,high,KCIA 표준화명칭목록 2026-06-30
Phytosterols,phytosterols,inci,high,KCIA 표준화명칭목록 2026-06-30
Pinene,pinene,inci,high,KCIA 표준화명칭목록 2026-06-30
Polyacrylamide,polyacrylamide,inci,high,KCIA 표준화명칭목록 2026-06-30
Polyacrylate Crosspolymer-6,polyacrylate_crosspolymer_6,inci,high,KCIA 표준화명칭목록 2026-06-30
Polybutene,polybutene,inci,high,KCIA 표준화명칭목록 2026-06-30
Polyethylene,polyethylene,inci,high,KCIA 표준화명칭목록 2026-06-30
Polyglutamic Acid,polyglutamic_acid,inci,high,KCIA 표준화명칭목록 2026-06-30
Polyglycerin-3,polyglycerin_3,inci,high,KCIA 표준화명칭목록 2026-06-30
Polyglyceryl-10 Laurate,polyglyceryl_10_laurate,inci,high,KCIA 표준화명칭목록 2026-06-30
Polyglyceryl-2 Triisostearate,polyglyceryl_2_triisostearate,inci,high,KCIA 표준화명칭목록 2026-06-30
Polyglyceryl-3 Diisostearate,polyglyceryl_3_diisostearate,inci,high,KCIA 표준화명칭목록 2026-06-30
Polyglyceryl-3 Methylglucose Distearate,polyglyceryl_3_methylglucose_distearate,inci,high,KCIA 표준화명칭목록 2026-06-30
Polyglyceryl-3 Polyricinoleate,polyglyceryl_3_polyricinoleate,inci,high,KCIA 표준화명칭목록 2026-06-30
Polyglyceryl-4 Caprate,polyglyceryl_4_caprate,inci,high,KCIA 표준화명칭목록 2026-06-30
Polyglyceryl-4 Diisostearate/Polyhydroxystearate/Sebacate,polyglyceryl_4_diisostearate_polyhydroxystearate_sebacate,inci,high,KCIA 표준화명칭목록 2026-06-30
Polyglyceryl-4 Isostearate,polyglyceryl_4_isostearate,inci,high,KCIA 표준화명칭목록 2026-06-30
